,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,AMZN,DIS,GOOGL,MCD,META,MSFT,NFLX,SBUX,TSLA,WMT,AMZN,DIS,GOOGL,MCD,META,MSFT,NFLX,SBUX,TSLA,WMT,AMZN,DIS,GOOGL,MCD,META,MSFT,NFLX,SBUX,TSLA,WMT,AMZN,DIS,GOOGL,MCD,META,MSFT,NFLX,SBUX,TSLA,WMT,AMZN,DIS,GOOGL,MCD,META,MSFT,NFLX,SBUX,TSLA,WMT,AMZN,DIS,GOOGL,MCD,META,MSFT,NFLX,SBUX,TSLA,WMT
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,159.3314971923828,177.67999267578125,86.30650329589844,199.85865783691406,268.94000244140625,213.34201049804688,522.8599853515625,98.574951171875,243.2566680908203,142.00405883789062,159.3314971923828,177.67999267578125,86.30650329589844,210.22000122070312,268.94000244140625,217.69000244140625,522.8599853515625,103.0999984741211,243.2566680908203,146.52999877929688,163.60000610351562,182.58999633789062,88.12449645996094,214.72000122070312,275.0,223.0,540.7999877929688,107.75,248.163330078125,146.88999938964844,157.2010040283203,174.72999572753906,85.35700225830078,208.22000122070312,265.20001220703125,214.80999755859375,515.0900268554688,102.13999938964844,239.06333923339844,144.27999877929688,163.5,182.25999450683594,88.0,214.49000549316406,274.7799987792969,222.52999877929688,539.0,107.66000366210938,239.82000732421875,144.3000030517578,88228000,13426600,37324000,4055400,15106100,37130100,4444400,8041500,145914600,10727400
2021-01-05,160.92550659179688,178.44000244140625,87.00250244140625,201.05653381347656,270.9700012207031,213.5478057861328,520.7999877929688,98.9000244140625,245.0366668701172,141.2481689453125,160.92550659179688,178.44000244140625,87.00250244140625,211.47999572753906,270.9700012207031,217.89999389648438,520.7999877929688,103.44000244140625,245.0366668701172,145.75,161.16900634765625,180.33999633789062,87.34149932861328,211.9499969482422,272.3999938964844,218.52000427246094,526.780029296875,104.26000213623047,246.94667053222656,147.07000732421875,158.2530059814453,176.1999969482422,85.84500122070312,209.6199951171875,268.2099914550781,215.6999969482422,515.8900146484375,102.80000305175781,239.73333740234375,144.49000549316406,158.30050659179688,176.1999969482422,86.25450134277344,210.17999267578125,268.2900085449219,217.25999450683594,521.5499877929688,102.91999816894531,241.22000122070312,146.60000610351562,53110000,7771800,20360000,2576100,9871600,23823000,3133900,5721900,96735600,8832700
2021-01-06,156.91900634765625,179.1199951171875,86.14399719238281,200.6001739501953,263.30999755859375,208.01065063476562,500.489990234375,99.61711883544922,251.9933319091797,142.13006591796875,156.91900634765625,179.1199951171875,86.14399719238281,211.0,263.30999755859375,212.25,500.489990234375,104.19000244140625,251.9933319091797,146.66000366210938,159.87550354003906,181.61000061035156,87.19850158691406,211.7100067138672,267.75,216.49000549316406,513.0999755859375,105.20999908447266,258.0,148.10000610351562,156.55799865722656,177.27999877929688,84.80500030517578,209.02999877929688,260.010009765625,211.94000244140625,499.5,102.91000366210938,249.6999969482422,145.00999450683594,157.32400512695312,178.32000732421875,85.01300048828125,211.3000030517578,262.0,212.1699981689453,511.9700012207031,102.98999786376953,252.8300018310547,145.08999633789062,87896000,7517800,46588000,3083400,24354100,35930700,5346200,5017200,134100000,7306300
2021-01-07,158.10800170898438,178.5800018310547,88.71700286865234,201.53189086914062,268.739990234375,213.93002319335938,508.8900146484375,98.81397247314453,272.0133361816406,142.12034606933594,158.10800170898438,178.5800018310547,88.71700286865234,211.97999572753906,268.739990234375,218.2899932861328,508.8900146484375,103.3499984741211,272.0133361816406,146.64999389648438,160.427001953125,179.9499969482422,88.89099884033203,213.22000122070312,271.6099853515625,219.33999633789062,516.4400024414062,104.63999938964844,272.3299865722656,147.75999450683594,157.75,177.5800018310547,86.33799743652344,210.55999755859375,264.7799987792969,213.7100067138672,506.4200134277344,102.94999694824219,258.3999938964844,146.0399932861328,157.85000610351562,179.5,86.33799743652344,213.22000122070312,265.8999938964844,214.0399932861328,508.2799987792969,104.48999786376953,259.2099914550781,147.6199951171875,70290000,7300800,41936000,3142000,15789800,27694500,3686400,5057000,154496700,6846000
2021-01-08,159.13499450683594,178.69000244140625,89.8915023803711,205.23013305664062,267.57000732421875,215.2334747314453,510.3999938964844,101.03217315673828,293.3399963378906,142.10098266601562,159.13499450683594,178.69000244140625,89.8915023803711,215.8699951171875,267.57000732421875,219.6199951171875,510.3999938964844,105.66999816894531,293.3399963378906,146.6300048828125,159.53199768066406,180.02000427246094,89.96800231933594,216.1199951171875,268.95001220703125,220.5800018310547,513.239990234375,105.76000213623047,294.8299865722656,147.0,157.11000061035156,176.60000610351562,88.06099700927734,212.22999572753906,263.17999267578125,217.02999877929688,504.510009765625,103.41999816894531,279.46331787109375,145.80999755859375,159.0,178.80999755859375,88.85800170898438,212.89999389648438,268.30999755859375,218.67999267578125,511.30999755859375,103.86000061035156,285.3333435058594,146.8800048828125,70754000,7894500,35484000,2639100,18528300,22956200,2973900,5869700,225166500,8159400
2021-01-11,155.7104949951172,179.08999633789062,87.81449890136719,203.67100524902344,256.8399963378906,213.14599609375,499.1000061035156,100.00910186767578,270.39666748046875,142.74058532714844,155.7104949951172,179.08999633789062,87.81449890136719,214.22999572753906,256.8399963378906,217.49000549316406,499.1000061035156,104.5999984741211,270.39666748046875,147.2899932861328,157.81900024414062,181.25999450683594,89.21900177001953,216.1199951171875,263.4700012207031,218.91000366210938,510.7300109863281,105.63999938964844,284.80999755859375,147.99000549316406,155.5,177.35000610351562,87.60700225830078,213.1199951171875,255.89999389648438,216.72999572753906,497.95001220703125,104.2699966430664,267.8733215332031,146.0,157.40049743652344,177.75,88.85099792480469,215.08999633789062,260.4800109863281,218.47000122070312,507.8399963378906,105.0999984741211,283.1333312988281,146.0,73668000,6461300,34796000,2545400,30412300,23031300,3806200,4257400,177904800,8754800
2021-01-12,156.04150390625,175.99000549316406,86.87149810791016,201.17062377929688,251.08999633789062,210.6371307373047,494.25,98.30723571777344,283.14666748046875,144.36871337890625,156.04150390625,175.99000549316406,86.87149810791016,211.60000610351562,251.08999633789062,214.92999267578125,494.25,102.81999969482422,283.14666748046875,148.97000122070312,157.10699462890625,178.32000732421875,88.3949966430664,214.3300018310547,259.7200012207031,217.10000610351562,501.0899963378906,104.31999969482422,289.3333435058594,149.92999267578125,154.3000030517578,174.86000061035156,85.81900024414062,210.94000244140625,250.3000030517578,213.32000732421875,485.6700134277344,102.30999755859375,275.7799987792969,148.32000732421875,156.0,177.3000030517578,87.26799774169922,213.69000244140625,256.6300048828125,216.5,500.0,104.01000213623047,277.0,149.0,70292000,8349800,29528000,2952000,26383500,23249300,5990400,4332600,138812100,7791100
2021-01-13,158.29449462890625,176.1199951171875,87.36250305175781,201.63648986816406,251.63999938964844,212.0189666748047,507.7900085449219,98.37417602539062,284.8033447265625,142.8956756591797,158.29449462890625,176.1199951171875,87.36250305175781,212.08999633789062,251.63999938964844,216.33999633789062,507.7900085449219,102.88999938964844,284.8033447265625,147.4499969482422,159.49749755859375,177.72999572753906,87.81950378417969,213.1300048828125,253.9499969482422,216.75999450683594,512.3499755859375,103.37999725341797,286.8233337402344,149.07000732421875,156.10400390625,173.74000549316406,86.36599731445312,210.89999389648438,249.1999969482422,213.92999267578125,493.010009765625,101.48999786376953,277.3333435058594,147.42999267578125,156.4219970703125,174.39999389648438,86.36599731445312,210.91000366210938,251.5500030517578,214.02000427246094,495.5,102.31999969482422,284.2533264160156,148.75,66424000,6839500,23432000,2069800,19528900,20087100,5032100,4804500,99937500,5356500
