date,company,ratio,price,wallet,portfolio
2021-01-04,AMZN,0.47751634632759854,159.3314971923828,1000000,0
2021-01-04,DIS,0.6501296131000001,177.67999267578125,1000000,0
2021-01-04,GOOGL,0.4367806972,86.30650329589844,1000000,0
2021-01-04,MCD,0.562078678,199.8586578369141,1000000,0
2021-01-04,META,0.5357961911,268.94000244140625,1000000,0
2021-01-04,MSFT,0.5361124088,213.34201049804688,1000000,0
2021-01-04,NFLX,0.3540957772,522.8599853515625,1000000,0
2021-01-04,SBUX,0.4020985665,98.574951171875,1000000,0
2021-01-04,TSLA,0.41646845365765517,243.2566680908203,1000000,0
2021-01-04,WMT,0.5446395272,142.00405883789062,1000000,0
2021-01-05,AMZN,0.7526856711063872,160.92550659179688,1000000,0
2021-01-05,DIS,0.3588613054,178.44000244140625,1000000,0
2021-01-05,GOOGL,0.535282304,87.00250244140625,1000000,0
2021-01-05,MCD,0.4681963853,201.05653381347656,1000000,0
2021-01-05,META,0.3452744494,270.9700012207031,972902.9998779297,27097.000122070312
2021-01-05,MSFT,0.44480248939999995,213.5478057861328,972902.9998779297,27097.000122070312
2021-01-05,NFLX,0.5948498293,520.7999877929688,972902.9998779297,27097.000122070312
2021-01-05,SBUX,0.6662989025,98.9000244140625,972902.9998779297,27097.000122070312
2021-01-05,TSLA,0.3591991874972965,245.0366668701172,972902.9998779297,27097.000122070312
2021-01-05,WMT,0.4902750537,141.2481689453125,972902.9998779297,27097.000122070312
2021-01-06,AMZN,0.3780609942642028,156.91900634765625,972902.9998779297,27097.000122070312
2021-01-06,DIS,0.3235251677,179.1199951171875,954991.0003662109,45008.99963378906
2021-01-06,GOOGL,0.473600884,86.14399719238281,954991.0003662109,45008.99963378906
2021-01-06,MCD,0.569911123,200.6001739501953,954991.0003662109,45008.99963378906
2021-01-06,META,0.43149478100000005,263.3099975585937,954991.0003662109,45008.99963378906
2021-01-06,MSFT,0.609595383,208.0106506347656,954991.0003662109,45008.99963378906
2021-01-06,NFLX,0.5590011619,500.489990234375,954991.0003662109,45008.99963378906
2021-01-06,SBUX,0.42193728010000003,99.61711883544922,954991.0003662109,45008.99963378906
2021-01-06,TSLA,0.5183300459256872,251.9933319091797,954991.0003662109,45008.99963378906
2021-01-06,WMT,0.5692397465,142.13006591796875,954991.0003662109,45008.99963378906
2021-01-07,AMZN,0.40288621395229873,158.10800170898438,954991.0003662109,45008.99963378906
2021-01-07,DIS,0.6726751506,178.5800018310547,972849.0005493164,27097.000122070312
2021-01-07,GOOGL,0.6317171717,88.71700286865234,972849.0005493164,27097.000122070312
2021-01-07,MCD,0.6935821124,201.53189086914065,972849.0005493164,27097.000122070312
2021-01-07,META,0.5177672804,268.739990234375,972849.0005493164,27097.000122070312
2021-01-07,MSFT,0.4548450379,213.93002319335935,972849.0005493164,27097.000122070312
2021-01-07,NFLX,0.6181837607,508.8900146484375,972849.0005493164,27097.000122070312
2021-01-07,SBUX,0.5362164966,98.81397247314452,972849.0005493164,27097.000122070312
2021-01-07,TSLA,0.40317339143909053,272.0133361816406,972849.0005493164,27097.000122070312
2021-01-07,WMT,0.46315785319999997,142.12034606933594,972849.0005493164,27097.000122070312
2021-01-08,AMZN,0.3855973032735219,159.13499450683594,972849.0005493164,27097.000122070312
2021-01-08,DIS,0.4733333334,178.69000244140625,972849.0005493164,27097.000122070312
2021-01-08,GOOGL,0.5753546126,89.8915023803711,972849.0005493164,27097.000122070312
2021-01-08,MCD,0.562078678,205.23013305664065,972849.0005493164,27097.000122070312
2021-01-08,META,0.4760754802,267.57000732421875,972849.0005493164,27097.000122070312
2021-01-08,MSFT,0.593896477,215.2334747314453,972849.0005493164,27097.000122070312
2021-01-08,NFLX,0.30484633359999996,510.3999938964844,921809.001159668,78136.99951171875
2021-01-08,SBUX,0.3879258927,101.03217315673828,921809.001159668,78136.99951171875
2021-01-08,TSLA,0.43786518661518653,293.3399963378906,921809.001159668,78136.99951171875
2021-01-08,WMT,0.4887858835,142.10098266601562,921809.001159668,78136.99951171875
2021-01-11,AMZN,0.8433022533022534,155.7104949951172,921809.001159668,78136.99951171875
2021-01-11,DIS,0.4362513345,179.08999633789062,921809.001159668,78136.99951171875
2021-01-11,GOOGL,0.574021164,87.81449890136719,921809.001159668,78136.99951171875
2021-01-11,MCD,0.4681963853,203.67100524902344,921809.001159668,78136.99951171875
2021-01-11,META,0.36029560050000004,256.8399963378906,921809.001159668,78136.99951171875
2021-01-11,MSFT,0.46613997119999995,213.14599609375,921809.001159668,78136.99951171875
2021-01-11,NFLX,0.47973003700000005,499.1000061035156,921809.001159668,78136.99951171875
2021-01-11,SBUX,0.6683062867,100.00910186767578,921809.001159668,78136.99951171875
2021-01-11,TSLA,0.5745053954788426,270.39666748046875,921809.001159668,78136.99951171875
2021-01-11,WMT,0.5442449959,142.74058532714844,921809.001159668,78136.99951171875
2021-01-12,AMZN,0.42366739502746115,156.04150390625,921809.001159668,78136.99951171875
2021-01-12,DIS,0.7006467627,175.99000549316406,921809.001159668,78136.99951171875
2021-01-12,GOOGL,0.5044157825,86.87149810791016,921809.001159668,78136.99951171875
2021-01-12,MCD,0.569911123,201.17062377929688,921809.001159668,78136.99951171875
2021-01-12,META,0.464354612,251.08999633789065,921809.001159668,78136.99951171875
2021-01-12,MSFT,0.6468532491000001,210.6371307373047,921809.001159668,78136.99951171875
2021-01-12,NFLX,0.49106103030000003,494.25,921809.001159668,78136.99951171875
2021-01-12,SBUX,0.4956893679,98.30723571777344,921809.001159668,78136.99951171875
2021-01-12,TSLA,0.46114709595959597,283.14666748046875,921809.001159668,78136.99951171875
2021-01-12,WMT,0.582100538,144.36871337890625,921809.001159668,78136.99951171875
2021-01-13,AMZN,0.5550220213248604,158.29449462890625,921809.001159668,78136.99951171875
2021-01-13,DIS,0.4834522,176.1199951171875,921809.001159668,78136.99951171875
2021-01-13,GOOGL,0.6000935903,87.36250305175781,921809.001159668,78136.99951171875
2021-01-13,MCD,0.6935821124,201.6364898681641,921809.001159668,78136.99951171875
2021-01-13,META,0.530671403,251.63999938964844,921809.001159668,78136.99951171875
2021-01-13,MSFT,0.3983341767,212.0189666748047,921809.001159668,78136.99951171875
2021-01-13,NFLX,0.3373796902,507.7900085449219,921809.001159668,78136.99951171875
2021-01-13,SBUX,0.4331861936,98.37417602539062,921809.001159668,78136.99951171875
2021-01-13,TSLA,0.4426901090000189,284.8033447265625,921809.001159668,78136.99951171875
2021-01-13,WMT,0.4449728738,142.8956756591797,921809.001159668,78136.99951171875
2021-01-14,AMZN,0.45365335381464417,156.37350463867188,921809.001159668,78136.99951171875
2021-01-14,DIS,0.3977824809,173.42999267578125,921809.001159668,78136.99951171875
2021-01-14,GOOGL,0.5302163225000001,86.5459976196289,921809.001159668,78136.99951171875
2021-01-14,MCD,0.562078678,198.2234039306641,921809.001159668,78136.99951171875
2021-01-14,META,0.45754361689999995,245.63999938964844,921809.001159668,78136.99951171875
2021-01-14,MSFT,0.5010894661,208.7653045654297,921809.001159668,78136.99951171875
2021-01-14,NFLX,0.6715195392,500.8599853515625,971894.9996948242,27097.000122070312
2021-01-14,SBUX,0.5450347722,97.35112762451172,971894.9996948242,27097.000122070312
2021-01-14,TSLA,0.6855086647029794,281.6666564941406,971894.9996948242,27097.000122070312
2021-01-14,WMT,0.3257023848,142.43048095703125,957651.9515991211,41340.04821777344
2021-01-15,AMZN,0.6105591165599823,155.21249389648438,957651.9515991211,41340.04821777344
2021-01-15,DIS,0.6257699013,171.44000244140625,957651.9515991211,41340.04821777344
2021-01-15,GOOGL,0.44636002880000003,86.38099670410156,957651.9515991211,41340.04821777344
2021-01-15,MCD,0.4681963853,199.5639190673828,957651.9515991211,41340.04821777344
2021-01-15,META,0.4405645523,251.3600006103516,957651.9515991211,41340.04821777344
2021-01-15,MSFT,0.5506123775,208.40267944335935,957651.9515991211,41340.04821777344
2021-01-15,NFLX,0.4785503974,497.9800109863281,957651.9515991211,41340.04821777344
2021-01-15,SBUX,0.5438530957000001,97.83876037597656,957651.9515991211,41340.04821777344
2021-01-15,TSLA,0.6237374727663701,275.3866577148437,957651.9515991211,41340.04821777344
2021-01-15,WMT,0.464050875,140.17245483398438,957651.9515991211,41340.04821777344
2021-01-19,AMZN,0.2884949159367764,156.03799438476562,942048.1521606445,56943.84765625
2021-01-19,DIS,0.5859974733000001,172.25999450683594,942048.1521606445,56943.84765625
2021-01-19,GOOGL,0.4966755162,89.22350311279297,942048.1521606445,56943.84765625
2021-01-19,MCD,0.569911123,198.7843170166016,942048.1521606445,56943.84765625
2021-01-19,META,0.2960494762,261.1000061035156,942048.1521606445,56943.84765625
2021-01-19,MSFT,0.591098576,212.11697387695312,942048.1521606445,56943.84765625
2021-01-19,NFLX,0.5372710622,501.7699890136719,942048.1521606445,56943.84765625
2021-01-19,SBUX,0.5462626596,98.0395278930664,942048.1521606445,56943.84765625
2021-01-19,TSLA,0.47201587301587294,281.51666259765625,942048.1521606445,56943.84765625
2021-01-19,WMT,0.5626805734,138.9610595703125,942048.1521606445,56943.84765625
2021-01-20,AMZN,0.5447866839043309,163.16900634765625,942048.1521606445,56943.84765625
2021-01-20,DIS,0.6457409373,173.63999938964844,942048.1521606445,56943.84765625
2021-01-20,GOOGL,0.273918188,94.00350189208984,932647.8019714355,66344.19784545898
2021-01-20,MCD,0.6935821124,203.1005401611328,932647.8019714355,66344.19784545898
2021-01-20,META,0.5716876364,267.4800109863281,932647.8019714355,66344.19784545898
2021-01-20,MSFT,0.5603420338,219.8591766357422,932647.8019714355,66344.19784545898
2021-01-20,NFLX,0.5259890966999999,586.3400268554688,932647.8019714355,66344.19784545898
2021-01-20,SBUX,0.41678110620000003,100.83136749267578,932647.8019714355,66344.19784545898
2021-01-20,TSLA,0.47413667598724124,283.4833374023437,932647.8019714355,66344.19784545898
2021-01-20,WMT,0.47250720030000004,141.0155792236328,932647.8019714355,66344.19784545898
2021-01-21,AMZN,0.4080814755905366,165.34950256347656,932647.8019714355,66344.19784545898
2021-01-21,DIS,0.5857496013000001,171.27999877929688,932647.8019714355,66344.19784545898
2021-01-21,GOOGL,0.48522200140000005,94.2074966430664,932647.8019714355,66344.19784545898
2021-01-21,MCD,0.562078678,203.0054931640625,932647.8019714355,66344.19784545898
2021-01-21,META,0.5794220691,272.8699951171875,932647.8019714355,66344.19784545898
2021-01-21,MSFT,0.5613381711,220.47659301757807,932647.8019714355,66344.19784545898
2021-01-21,NFLX,0.4925776581,579.8400268554688,932647.8019714355,66344.19784545898
2021-01-21,SBUX,0.6405846168,99.989990234375,932647.8019714355,66344.19784545898
2021-01-21,TSLA,0.3935518904788854,281.663330078125,932647.8019714355,66344.19784545898
2021-01-21,WMT,0.7350601402,140.3759765625,946685.3996276855,52101.14974975586
2021-01-22,AMZN,0.42588594742696734,164.6114959716797,946685.3996276855,52101.14974975586
2021-01-22,DIS,0.5865769816,172.77999877929688,946685.3996276855,52101.14974975586
2021-01-22,GOOGL,0.46145238099999997,94.62799835205078,946685.3996276855,52101.14974975586
2021-01-22,MCD,0.4681963853,202.8628845214844,946685.3996276855,52101.14974975586
2021-01-22,META,0.43405136760000007,274.5,946685.3996276855,52101.14974975586
2021-01-22,MSFT,0.4466064773999999,221.43701171875,946685.3996276855,52101.14974975586
2021-01-22,NFLX,0.4698290599,565.1699829101562,946685.3996276855,52101.14974975586
2021-01-22,SBUX,0.4016308734,99.3494110107422,946685.3996276855,52101.14974975586
2021-01-22,TSLA,0.4457553205379292,282.2133178710937,946685.3996276855,52101.14974975586
2021-01-22,WMT,0.3559201596,141.81024169921875,946685.3996276855,52101.14974975586
2021-01-25,AMZN,0.561895709008241,164.6999969482422,946685.3996276855,52101.14974975586
2021-01-25,DIS,0.3639593446,171.88999938964844,946685.3996276855,52101.14974975586
2021-01-25,GOOGL,0.5609527024000001,94.71399688720705,946685.3996276855,52101.14974975586
2021-01-25,MCD,0.569911123,202.82485961914065,946685.3996276855,52101.14974975586
2021-01-25,META,0.5094515011,278.010009765625,946685.3996276855,52101.14974975586
2021-01-25,MSFT,0.5355025358,224.94554138183597,946685.3996276855,52101.14974975586
2021-01-25,NFLX,0.6272222222,556.780029296875,946685.3996276855,52101.14974975586
2021-01-25,SBUX,0.5965229033,98.90958404541016,946685.3996276855,52101.14974975586
2021-01-25,TSLA,0.47425238921479523,293.6000061035156,946685.3996276855,52101.14974975586
2021-01-25,WMT,0.5155239899999999,141.6842803955078,946685.3996276855,52101.14974975586
2021-01-26,AMZN,0.4431027588230978,166.30650329589844,946685.3996276855,52101.14974975586
2021-01-26,DIS,0.5013006917,169.55999755859375,946685.3996276855,52101.14974975586
2021-01-26,GOOGL,0.5798097923000001,95.39749908447266,946685.3996276855,52101.14974975586
2021-01-26,MCD,0.6935821124,204.7643280029297,946685.3996276855,52101.14974975586
2021-01-26,META,0.6644249606,282.04998779296875,974890.3984069824,25004.149627685547
2021-01-26,MSFT,0.6117911659999999,227.68960571289065,974890.3984069824,25004.149627685547
2021-01-26,NFLX,0.5714045497,561.9299926757812,974890.3984069824,25004.149627685547
